toxin_type,binding_type,binding_affinity_nM,binding_site,toxin_id,antibody_id,data_source,toxin_type_encoded,binding_type_encoded,binding_site_encoded
Phospholipase A2,Conformational,-0.20292905405408607,CDR-H3,AAB28454.1,4V1D_A,real,3,1,2
Snake Venom Serine Protease,Linear,-0.15925558344364243,Multiple CDRs,B0FXM1.1,9CLP_H,real,5,2,14
Snake Venom Serine Protease,Mixed,-0.4115019890649915,CDR-H3,Q6T5L0.2,9MI0_P,real,5,3,2
Snake Venom Metalloproteinase,Conformational,-0.3853300195447624,Multiple CDRs,A8QL59.1,NP_001265042.1,real,4,1,14
Phospholipase A2,Broad-spectrum,0.03968349775613576,Multiple epitopes,SYN_TOX_PLA2_92,SYN_MAB_82_H,synthetic,3,0,15
Snake Venom Serine Protease,Mixed,-0.19377689293351516,Multiple CDRs,P0CJ41.1,9MIB_H,real,5,3,14
Snake Venom Serine Protease,Linear,-0.39480330912570427,Multiple CDRs,P0DL27.1,4V1D_B,real,5,2,14
Snake Venom Metalloproteinase,Linear,-0.2241235324385661,CDR-H3,C0L2T8.1,6ION_A,real,4,2,2
Three-Finger Toxin,Specific,-0.39062863914088247,Central Core,SYN_TOX_3FTx_94,SYN_MAB_118_H,synthetic,6,4,6
Cysteine-Rich Secretory Protein,Specific,-0.07271146337368242,CAP Domain,SYN_TOX_CRISP_189,SYN_MAB_30_H,synthetic,0,4,1
Disintegrin,Broad-spectrum,0.44430535782348124,Multiple epitopes,SYN_TOX_DIS_188,SYN_MAB_18_H,synthetic,1,0,15
Phospholipase A2,Conformational,0.0027537248134812046,Multiple CDRs,AAB36472.1,1CDS_A,real,3,1,14
Snake Venom Serine Protease,Mixed,-0.355143944269897,CDR-H3,D8MIA2.1,1CDS_A,real,5,3,2
Snake Venom Metalloproteinase,Mixed,-0.4013864425633079,CDR-H3,C0L2T8.1,4V1D_D,real,4,3,2
Phospholipase A2,Linear,-0.3331466447344897,Multiple CDRs,AAB36472.1,P13987.1,real,3,2,14
Phospholipase A2,Conformational,-0.39335823105403517,CDR-H3,XCA51353.1,8SXP_L,real,3,1,2
Snake Venom Serine Protease,Linear,-0.030483070834907894,CDR-H3,P0CG03.1,P13987.1,real,5,2,2
Snake Venom Serine Protease,Mixed,-0.4123048102159188,Multiple CDRs,B0FXM2.1,4V1D_B,real,5,3,14
Snake Venom Metalloproteinase,Linear,0.057506127306721215,Multiple CDRs,P0DM97.1,NP_000602.1,real,4,2,14
Snake Venom Serine Protease,Linear,-0.23054610164598427,Multiple CDRs,D8MIA1.1,1CDR_A,real,5,2,14
Snake Venom Serine Protease,Conformational,-0.12569765933488244,CDR-H3,P84788.1,1CDR_A,real,5,1,2
Snake Venom Serine Protease,Conformational,-0.3880596114579152,Multiple CDRs,A7LAC7.1,4V1D_B,real,5,1,14
Phospholipase A2,Mixed,-0.19939664099000606,Multiple CDRs,AAB33759.1,NP_000602.1,real,3,3,14
Cysteine-Rich Secretory Protein,Linear,-0.40491885562738794,Multiple CDRs,6IMF_A,P13987.1,real,0,2,14
Cysteine-Rich Secretory Protein,Linear,-0.10434261672021695,Multiple CDRs,XP_026547764.1,9CLP_H,real,0,2,14
Phospholipase A2,Broad-spectrum,0.5695454573681359,Multiple epitopes,SYN_TOX_PLA2_92,SYN_MAB_119_H,synthetic,3,0,15
Cysteine-Rich Secretory Protein,Conformational,-0.32784802513836975,Multiple CDRs,AAL54918.1,P00740.2,real,0,1,14
Phospholipase A2,Specific,-0.2798393203129188,Hydrophobic Channel,SYN_TOX_PLA2_176,SYN_MAB_50_H,synthetic,3,4,9
Snake Venom Serine Protease,Linear,-0.3336283374250461,CDR-H3,B0ZT25.1,6ION_A,real,5,2,2
Snake Venom Serine Protease,Conformational,-0.25206170849083515,Multiple CDRs,A8QL56.1,9MIB_P,real,5,1,14
Three-Finger Toxin,Specific,-0.3729665738204824,Loop II,SYN_TOX_3FTx_52,SYN_MAB_102_H,synthetic,6,4,13
Disintegrin,Mixed,-0.3108282167387115,Multiple CDRs,P34182.1,NP_000602.1,real,1,3,14
Cysteine-Rich Secretory Protein,Mixed,-0.38741735453717335,CDR-H3,XP_058038736.1,9MIA_P,real,0,3,2
Cysteine-Rich Secretory Protein,Mixed,-0.3116310378896388,Multiple CDRs,XP_026547749.1,P13987.1,real,0,3,14
Snake Venom Metalloproteinase,Linear,-0.3121127305801952,Multiple CDRs,O42138.1,1CDQ_A,real,4,2,14
Snake Venom Serine Protease,Conformational,-0.3991385433407115,CDR-H3,A0A1I9KNP0.1,6ION_A,real,5,1,2
Snake Venom Serine Protease,Broad-spectrum,-0.24290954737026427,Multiple epitopes,SYN_TOX_SVSP_116,SYN_MAB_109_H,synthetic,5,0,15
Cysteine-Rich Secretory Protein,Conformational,-0.3345917228061588,Multiple CDRs,XP_032069593.1,8U9Y_F,real,0,1,14
Snake Venom Metalloproteinase,Linear,-0.2975013856333188,Multiple CDRs,P17347.3,6IOM_A,real,4,2,14
Snake Venom Serine Protease,Linear,-0.349845324673777,Multiple CDRs,Q8UUJ2.2,6ION_A,real,5,2,14
Snake Venom Metalloproteinase,Linear,-0.2530250938719479,CDR-H3,Q9PW36.1,NP_001455.3,real,4,2,2
Kunitz-type Serine Protease Inhibitor,Broad-spectrum,3.761562353454973,Multiple epitopes,SYN_TOX_KSPI_75,SYN_MAB_33_H,synthetic,2,0,15
Snake Venom Serine Protease,Conformational,-0.2525434011813915,Multiple CDRs,A0A1I9KNP0.1,4V1D_B,real,5,1,14
Cysteine-Rich Secretory Protein,Mixed,-0.374572216122337,CDR-H3,XP_039204466.1,1CDS_A,real,0,3,2
Cysteine-Rich Secretory Protein,Mixed,0.0001846971305139294,Multiple CDRs,XP_058038736.1,1CDR_A,real,0,3,14
Snake Venom Serine Protease,Linear,-0.2413039050684097,Multiple CDRs,P0CG03.1,9CU5_D,real,5,2,14
Snake Venom Metalloproteinase,Mixed,-0.3191775567083551,CDR-H3,P0DQT6.1,9CLP_H,real,4,3,2
Cysteine-Rich Secretory Protein,Linear,0.0480328377257794,CDR-H3,KAG8124480.1,6IOM_B,real,0,2,2
Cysteine-Rich Secretory Protein,Linear,-0.05777898996643516,Multiple CDRs,KAG8124483.1,9CLP_L,real,0,2,14
Cysteine-Rich Secretory Protein,Linear,-0.233275693559137,CDR-H3,XP_015678374.1,1CDQ_A,real,0,2,2
Snake Venom Serine Protease,Mixed,-0.23054610164598427,CDR-H3,C0HLA3.1,1CDR_A,real,5,3,2
Snake Venom Serine Protease,Conformational,-0.19746987022778062,CDR-H3,B0ZT25.1,9MI0_K,real,5,1,2
Phospholipase A2,Specific,-0.23969826276655515,Hydrophobic Channel,SYN_TOX_PLA2_162,SYN_MAB_131_H,synthetic,3,4,9
Snake Venom Serine Protease,Mixed,-0.41631891597055515,CDR-H3,P0C5B4.2,8SXP_L,real,5,3,2
Phospholipase A2,Conformational,-0.35947917848490424,CDR-H3,KAG5858194.1,8SXP_H,real,3,1,2
Cysteine-Rich Secretory Protein,Linear,-0.2430701116004497,Multiple CDRs,XP_026568636.1,4V1D_B,real,0,2,14
Phospholipase A2,Mixed,-0.1094806720861515,Multiple CDRs,AAB33759.1,P13987.1,real,3,3,14
Cysteine-Rich Secretory Protein,Specific,-0.22845876665357334,CAP Domain,SYN_TOX_CRISP_91,SYN_MAB_97_H,synthetic,0,4,1
Phospholipase A2,Conformational,-0.33683962202875517,CDR-H3,AAB24834.1,1CDR_A,real,3,1,2
Snake Venom Metalloproteinase,Conformational,-0.18735432372609698,Multiple CDRs,Q698K8.3,1CDQ_A,real,4,1,14
Cysteine-Rich Secretory Protein,Linear,0.027801744722412154,Multiple CDRs,XP_013911763.1,P00740.2,real,0,2,14
Three-Finger Toxin,Broad-spectrum,0.3351216812973722,Multiple epitopes,SYN_TOX_3FTx_45,SYN_MAB_119_H,synthetic,6,0,15
Cysteine-Rich Secretory Protein,Conformational,-0.19666704907685334,Multiple CDRs,BAP39923.1,9MIA_H,real,0,1,14
Snake Venom Metalloproteinase,Conformational,-0.07945516104147149,CDR-H3,J3S829.1,6IOM_A,real,4,1,2
Snake Venom Metalloproteinase,Mixed,-0.31596627210464606,Multiple CDRs,P0DQT6.1,6IOM_A,real,4,3,14
Snake Venom Serine Protease,Mixed,-0.41583722327999884,CDR-H3,P84787.1,NP_000602.1,real,5,3,2
Phospholipase A2,Mixed,-0.372806009590297,Multiple CDRs,KAG5858194.1,9MIA_P,real,3,3,14
Snake Venom Metalloproteinase,Conformational,-0.14079069697231514,Multiple CDRs,Q698K8.3,1CDS_A,real,4,1,14
Snake Venom Serine Protease,Conformational,-0.3935187952842206,Multiple CDRs,P0DL27.1,9B7V_L,real,5,1,14
Disintegrin,Mixed,-0.05007190691753333,Multiple CDRs,P34182.1,NP_001424713.1,real,1,3,14
Phospholipase A2,Linear,-0.29942815639554426,Multiple CDRs,AAB20783.1,6ION_A,real,3,2,14
Phospholipase A2,Linear,-0.35642845811138063,CDR-H3,XCA51353.1,6ION_A,real,3,2,2
Snake Venom Metalloproteinase,Conformational,-0.36301159154898427,Multiple CDRs,P84035.1,8SXP_L,real,4,1,14
Snake Venom Metalloproteinase,Mixed,-0.3129155517311224,CDR-H3,P0DL29.1,6IOM_B,real,4,3,2
Kunitz-type Serine Protease Inhibitor,Broad-spectrum,5.913123037940064,Multiple epitopes,SYN_TOX_KSPI_159,SYN_MAB_91_H,synthetic,2,0,15
Snake Venom Metalloproteinase,Mixed,-0.4110202963744352,CDR-H3,Q9W7S2.1,8SXP_L,real,4,3,2
Cysteine-Rich Secretory Protein,Conformational,-0.12858781547822062,Multiple CDRs,XP_039190751.1,9MIB_H,real,0,1,14
Cysteine-Rich Secretory Protein,Broad-spectrum,6.235857140612828,Multiple epitopes,SYN_TOX_CRISP_28,SYN_MAB_119_H,synthetic,0,0,15
Phospholipase A2,Linear,-0.3222282770818788,CDR-H3,AAB36472.1,9CLP_H,real,3,2,2
Cysteine-Rich Secretory Protein,Conformational,-0.23070666587616973,Multiple CDRs,XP_026549114.1,P13987.1,real,0,1,14
Snake Venom Metalloproteinase,Mixed,-0.4127865029064752,Multiple CDRs,A8QL49.1,6IOM_B,real,4,3,14
Snake Venom Metalloproteinase,Mixed,0.04690888811448121,Multiple CDRs,O57413.1,P13987.1,real,4,3,14
Disintegrin,Linear,-0.09535101982983152,Multiple CDRs,AAB22478.1,6IOM_A,real,1,2,14
Cysteine-Rich Secretory Protein,Linear,-0.41551609481962787,Multiple CDRs,XP_070812678.1,9B7V_H,real,0,2,14
Cysteine-Rich Secretory Protein,Linear,-0.4217780997968606,CDR-H3,CAP74088.1,Q9HCN6.4,real,0,2,2
Snake Venom Serine Protease,Conformational,-0.15989784036438426,Multiple CDRs,E0Y421.1,8SXP_L,real,5,1,14
Snake Venom Serine Protease,Linear,-0.18847827333739514,CDR-H3,A7LAC7.1,4V1D_A,real,5,2,2
Snake Venom Serine Protease,Linear,-0.394000487974777,CDR-H3,Q8UUJ2.2,8U9Y_N,real,5,2,2
Snake Venom Metalloproteinase,Conformational,-0.42820066900427883,CDR-H3,P0DM89.1,8SXP_H,real,4,1,2
Phospholipase A2,Linear,-0.3556256369604534,Multiple CDRs,XCA51265.1,4V1D_E,real,3,2,14
Snake Venom Metalloproteinase,Linear,-0.31179160211982426,CDR-H3,C0HM67.1,NP_001424713.1,real,4,2,2
Snake Venom Metalloproteinase,Linear,-0.30360282638036606,CDR-H3,F8RKW0.1,8SXP_L,real,4,2,2
Snake Venom Serine Protease,Conformational,-0.42820066900427883,CDR-H3,P0CG03.1,9MI0_N,real,5,1,2
Phospholipase A2,Mixed,-0.23568415701191878,CDR-H3,AAB28455.1,P00740.2,real,3,3,2
Phospholipase A2,Conformational,-0.37954970725808607,CDR-H3,XCA51265.1,9CLP_C,real,3,1,2
Cysteine-Rich Secretory Protein,Mixed,-0.4119836817555479,CDR-H3,XP_032069584.1,9MIA_L,real,0,3,2
Snake Venom Metalloproteinase,Specific,-0.268599824199937,Substrate Recognition Site,SYN_TOX_SVMP_184,SYN_MAB_89_H,synthetic,4,4,20
Snake Venom Serine Protease,Linear,0.22545631208070677,CDR-H3,P0DL27.1,P00740.2,real,5,2,2
Cysteine-Rich Secretory Protein,Conformational,-0.38773848299754426,CDR-H3,XP_039190748.1,4V1D_A,real,0,1,2
Three-Finger Toxin,Broad-spectrum,2.483471081178754,Multiple epitopes,SYN_TOX_3FTx_157,SYN_MAB_104_H,synthetic,6,0,15
Phospholipase A2,Conformational,-0.254470171943617,CDR-H3,AAB33759.1,9MIA_R,real,3,1,2
Snake Venom Serine Protease,Mixed,-0.1091595436257806,Multiple CDRs,C0HLA3.1,9CLP_L,real,5,3,14
Snake Venom Serine Protease,Linear,-0.1509062434739988,CDR-H3,Q27J47.1,8SXP_H,real,5,2,2
Cysteine-Rich Secretory Protein,Mixed,-0.25912653461899515,CDR-H3,CAP74088.1,NP_000602.1,real,0,3,2
Snake Venom Serine Protease,Linear,-0.22171506898578425,Multiple CDRs,D8MIA0.1,4V1D_D,real,5,2,14
Disintegrin,Linear,-0.293326715648497,CDR-H3,P34182.1,4V1D_B,real,1,2,2
Phospholipase A2,Mixed,-0.2981436425540606,Multiple CDRs,XCA51350.1,4V1D_E,real,3,3,14
Snake Venom Serine Protease,Specific,-0.16905000148495516,Substrate Binding Site,SYN_TOX_SVSP_193,SYN_MAB_14_H,synthetic,5,4,19
Snake Venom Serine Protease,Conformational,0.1670109322932013,CDR-H3,Q8UUJ1.2,9MIB_P,real,5,1,2
Snake Venom Metalloproteinase,Linear,-0.307456367904817,Multiple CDRs,O42138.1,4V1D_B,real,4,2,14
Snake Venom Metalloproteinase,Mixed,-0.3183747355574279,CDR-H3,Q2EI26.1,NP_001265042.1,real,4,3,2
Cysteine-Rich Secretory Protein,Linear,-0.13645546275730788,Multiple CDRs,XP_034288380.1,4V1D_E,real,0,2,14
Snake Venom Metalloproteinase,Conformational,-0.34213824162487516,CDR-H3,P0C7A9.1,NP_000602.1,real,4,1,2
Cysteine-Rich Secretory Protein,Conformational,-0.4123048102159188,Multiple CDRs,XP_039190751.1,9CLP_C,real,0,1,14
Snake Venom Serine Protease,Mixed,-0.3527354808171152,CDR-H3,E0Y419.1,9MIA_K,real,5,3,2
Snake Venom Metalloproteinase,Conformational,-0.30328169791999515,CDR-H3,J3S830.1,NP_000602.1,real,4,1,2
Snake Venom Serine Protease,Specific,-0.07913403258110059,Substrate Binding Site,SYN_TOX_SVSP_18,SYN_MAB_14_H,synthetic,5,4,19
Snake Venom Metalloproteinase,Conformational,-0.40684562638961336,Multiple CDRs,Q698K8.3,9CLP_L,real,4,1,14
Snake Venom Metalloproteinase,Conformational,-0.24323067583063515,Multiple CDRs,A2TK72.1,NP_001265042.1,real,4,1,14
Snake Venom Metalloproteinase,Linear,-0.363974976930097,CDR-H3,P0C6R9.2,4V1D_B,real,4,2,2
Phospholipase A2,Linear,-0.3936793595144061,CDR-H3,XCA51249.1,8SXP_L,real,3,2,2
Cysteine-Rich Secretory Protein,Conformational,-0.1724218503188497,Multiple CDRs,XP_070812678.1,4V1D_A,real,0,1,14
Cysteine-Rich Secretory Protein,Conformational,-0.17483031377163152,CDR-H3,XP_026549114.1,4V1D_B,real,0,1,2
Cysteine-Rich Secretory Protein,Linear,-0.40058362141238063,CDR-H3,XP_026549114.1,9B7R_H,real,0,2,2
Phospholipase A2,Mixed,-0.26025048423029334,Multiple CDRs,AAB26654.1,6IOM_B,real,3,3,14
Snake Venom Serine Protease,Mixed,-0.0317675846763915,Multiple CDRs,A8QL56.1,9MIH_L,real,5,3,14
Disintegrin,Mixed,-0.2869041464410788,CDR-H3,ABD34835.1,6IOM_A,real,1,3,2
Snake Venom Serine Protease,Linear,-0.3284902820591115,CDR-H3,P0DJF6.1,4V1D_D,real,5,2,2
Phospholipase A2,Linear,-0.35000588890396245,CDR-H3,XCA51249.1,9CLP_L,real,3,2,2
Snake Venom Metalloproteinase,Linear,-0.20870936634076243,CDR-H3,Q0NZX6.1,9CLP_L,real,4,2,2
Snake Venom Serine Protease,Conformational,-0.3800313999486425,Multiple CDRs,Q9PT51.1,4V1D_A,real,5,1,14
Three-Finger Toxin,Broad-spectrum,5.563093016135773,Multiple epitopes,SYN_TOX_3FTx_108,SYN_MAB_56_H,synthetic,6,0,15
Snake Venom Serine Protease,Linear,-0.3909497676012534,CDR-H3,E5L0E3.1,6IOM_A,real,5,2,2
Snake Venom Metalloproteinase,Linear,-0.35241435235674423,CDR-H3,O57413.1,NP_001424713.1,real,4,2,2
Snake Venom Serine Protease,Linear,-0.13179910008192972,CDR-H3,B0ZT25.1,6IOM_B,real,5,2,2
Snake Venom Serine Protease,Linear,-0.41615835174036975,Multiple CDRs,P84788.1,4V1D_D,real,5,2,14
Snake Venom Metalloproteinase,Conformational,-0.2836928618373697,Multiple CDRs,P0DM97.1,1CDR_A,real,4,1,14
Disintegrin,Specific,-0.0646832518644097,C-terminal Region,SYN_TOX_DIS_181,SYN_MAB_3_H,synthetic,1,4,0
Phospholipase A2,Linear,-0.3292931032100388,Multiple CDRs,XCA51265.1,4V1D_D,real,3,2,14
Cysteine-Rich Secretory Protein,Linear,-0.2966985644823915,CDR-H3,XP_026547764.1,Q9HCN6.4,real,0,2,2
Snake Venom Serine Protease,Mixed,-0.328650846289297,CDR-H3,P0CJ41.1,P13987.1,real,5,3,2
Snake Venom Serine Protease,Mixed,-0.08090023911314058,Multiple CDRs,C0HLA3.1,6IOM_B,real,5,3,14
Snake Venom Metalloproteinase,Mixed,-0.36798908268473335,Multiple CDRs,O57413.1,9CU6_K,real,4,3,14
Snake Venom Serine Protease,Mixed,-0.233275693559137,CDR-H3,C0HK19.1,4V1D_B,real,5,3,2
Cysteine-Rich Secretory Protein,Conformational,-0.34005090663246423,CDR-H3,ATU85541.1,4V1D_B,real,0,1,2
Snake Venom Metalloproteinase,Conformational,-0.011536491673024203,CDR-H3,U3KRG1.1,1CDS_A,real,4,1,2
Snake Venom Metalloproteinase,Mixed,-0.22958271626487153,Multiple CDRs,R4NNL0.1,1CDQ_A,real,4,3,14
Phospholipase A2,Linear,-0.08427208794703514,Multiple CDRs,XCA51370.1,6ION_A,real,3,2,14
Snake Venom Metalloproteinase,Mixed,-0.2533462223323188,Multiple CDRs,V5TBK6.1,P13987.1,real,4,3,14
Cysteine-Rich Secretory Protein,Linear,-0.38468776262402066,Multiple CDRs,XP_015678374.1,4V1D_B,real,0,2,14
Phospholipase A2,Broad-spectrum,6.117039610275591,Multiple epitopes,SYN_TOX_PLA2_113,SYN_MAB_107_H,synthetic,3,0,15
Snake Venom Metalloproteinase,Broad-spectrum,2.814233395360791,Multiple epitopes,SYN_TOX_SVMP_93,SYN_MAB_117_H,synthetic,4,0,15
Cysteine-Rich Secretory Protein,Mixed,-0.24178559775896608,CDR-H3,XP_039185515.1,P00740.2,real,0,3,2
Snake Venom Serine Protease,Linear,-0.35755240772267877,CDR-H3,D8MIA0.1,9CLP_L,real,5,2,2
Snake Venom Serine Protease,Mixed,-0.3466340400700679,CDR-H3,O93421.2,9CLP_L,real,5,3,2
Snake Venom Serine Protease,Mixed,-0.31436062980279156,Multiple CDRs,P0DJF6.1,NP_000602.1,real,5,3,14
Cysteine-Rich Secretory Protein,Linear,-0.22107281206504242,CDR-H3,AAL54918.1,1CDR_A,real,0,2,2
Snake Venom Metalloproteinase,Conformational,-0.4034737775557188,CDR-H3,A3R0T9.1,4V1D_A,real,4,1,2
Three-Finger Toxin,Specific,0.005965009417190342,Central Core,SYN_TOX_3FTx_94,SYN_MAB_72_H,synthetic,6,4,6
Snake Venom Metalloproteinase,Mixed,-0.3347522870363443,Multiple CDRs,J3S829.1,9MIB_H,real,4,3,14
Snake Venom Metalloproteinase,Mixed,-0.353377737737857,CDR-H3,P0DM89.1,Q9HCN6.4,real,4,3,2
Cysteine-Rich Secretory Protein,Conformational,-0.3895046895295843,CDR-H3,AAP20603.1,NP_000602.1,real,0,1,2
Snake Venom Serine Protease,Conformational,-0.35305660927748606,Multiple CDRs,Q5MCS0.1,9CLP_C,real,5,1,14
Cysteine-Rich Secretory Protein,Mixed,-0.22139394052541334,Multiple CDRs,CAP74089.1,NP_000602.1,real,0,3,14
Snake Venom Metalloproteinase,Linear,0.1374671139390776,Multiple CDRs,R4NNL0.1,8SXP_H,real,4,2,14
Phospholipase A2,Linear,-0.38211873494105336,Multiple CDRs,XCA51249.1,1CDR_A,real,3,2,14
Cysteine-Rich Secretory Protein,Linear,-0.15347527115696602,Multiple CDRs,XP_034288378.1,9MIA_H,real,0,2,14
Cysteine-Rich Secretory Protein,Conformational,-0.2965380002522061,Multiple CDRs,KAG8124483.1,8SXP_H,real,0,1,14
Phospholipase A2,Broad-spectrum,1.3097465585230814,Multiple epitopes,SYN_TOX_PLA2_71,SYN_MAB_75_H,synthetic,3,0,15
Snake Venom Metalloproteinase,Conformational,-0.2048558248163115,Multiple CDRs,P0DM97.1,8SXP_H,real,4,1,14
Snake Venom Metalloproteinase,Conformational,-0.40491885562738794,Multiple CDRs,R4NNL0.1,Q9HCN6.4,real,4,1,14
Cysteine-Rich Secretory Protein,Mixed,-0.2870647106712642,Multiple CDRs,XP_070812678.1,P13987.1,real,0,3,14
Cysteine-Rich Secretory Protein,Conformational,-0.15283301423622422,CDR-H3,XP_013911769.1,9CU5_D,real,0,1,2
Cysteine-Rich Secretory Protein,Linear,-0.02775347892175514,CDR-H3,XP_013911763.1,1CDQ_A,real,0,2,2
Phospholipase A2,Mixed,-0.3546622515793406,CDR-H3,AAB24834.1,Q9HCN6.4,real,3,3,2
Phospholipase A2,Linear,-0.37505390881289336,Multiple CDRs,AAB25792.1,8U9Y_N,real,3,2,14
Snake Venom Metalloproteinase,Mixed,-0.288028096052377,CDR-H3,C0L2T8.1,NP_001455.3,real,4,3,2
Snake Venom Metalloproteinase,Linear,-0.4073273190801697,Multiple CDRs,R4NNL0.1,NP_000602.1,real,4,2,14
Snake Venom Serine Protease,Linear,-0.3371607504891261,CDR-H3,Q5MCS0.1,9MIA_N,real,5,2,2
Snake Venom Metalloproteinase,Mixed,-0.29123938065608607,CDR-H3,P84035.1,9B7V_L,real,4,3,2
Phospholipase A2,Conformational,-0.40764844754054064,CDR-H3,XCA51213.1,6ION_A,real,3,1,2
Kunitz-type Serine Protease Inhibitor,Linear,-0.3684707753752897,CDR-H3,AEI52542.1,9CLP_H,real,2,2,2
Snake Venom Metalloproteinase,Mixed,-0.39945967180108244,CDR-H3,U3KRG1.1,4V1D_A,real,4,3,2
Cysteine-Rich Secretory Protein,Conformational,-0.3984962864199697,Multiple CDRs,XP_026547749.1,1CDQ_A,real,0,1,14
Snake Venom Serine Protease,Linear,-0.2891520456636752,Multiple CDRs,P0CJ41.1,4V1D_A,real,5,2,14
Snake Venom Metalloproteinase,Mixed,-0.323352226693177,Multiple CDRs,Q2EI26.1,4V1D_E,real,4,3,14
Snake Venom Metalloproteinase,Mixed,-0.4232231778685297,CDR-H3,J3SDW8.1,4V1D_E,real,4,3,2
Snake Venom Metalloproteinase,Linear,-0.38581171223531885,CDR-H3,F8RKW1.1,1CDS_A,real,4,2,2
Kunitz-type Serine Protease Inhibitor,Broad-spectrum,0.22914928937497217,Multiple epitopes,SYN_TOX_KSPI_173,SYN_MAB_119_H,synthetic,2,0,15
Phospholipase A2,Specific,-0.33924808548153695,Calcium Binding Loop,SYN_TOX_PLA2_22,SYN_MAB_146_H,synthetic,3,4,3
Snake Venom Metalloproteinase,Conformational,-0.3243156120742897,Multiple CDRs,J3S829.1,6ION_A,real,4,1,14
Snake Venom Metalloproteinase,Mixed,-0.36012143540564606,CDR-H3,P0DM97.1,9B7R_H,real,4,3,2
Snake Venom Metalloproteinase,Linear,-0.325118433225217,Multiple CDRs,A8QL59.1,4V1D_D,real,4,2,14
Cysteine-Rich Secretory Protein,Mixed,-0.4269161551627952,CDR-H3,XP_026568634.1,9MIB_R,real,0,3,2
Phospholipase A2,Conformational,-0.3344311585759734,CDR-H3,AAB28454.1,6IOM_B,real,3,1,2
Snake Venom Metalloproteinase,Mixed,-0.3347522870363443,CDR-H3,Q698K8.3,NP_000602.1,real,4,3,2
Phospholipase A2,Conformational,0.6732699500679394,CDR-H3,AAB36471.1,9CLP_H,real,3,1,2
Snake Venom Metalloproteinase,Mixed,-0.38677509761643153,Multiple CDRs,F8RKW0.1,6ION_A,real,4,3,14
Cysteine-Rich Secretory Protein,Mixed,-0.2966985644823915,Multiple CDRs,XP_039190748.1,6IOM_A,real,0,3,14
Snake Venom Metalloproteinase,Mixed,-0.3850088910843915,CDR-H3,Q5XUW8.1,6IOM_B,real,4,3,2
Snake Venom Serine Protease,Conformational,0.003235417504037587,CDR-H3,C0HLA3.1,4V1D_A,real,5,1,2
Snake Venom Metalloproteinase,Linear,-0.31564514364427515,Multiple CDRs,P0DM89.1,1CDS_A,real,4,2,14
Snake Venom Metalloproteinase,Conformational,-0.24965324503805333,CDR-H3,F8RKW0.1,9MIA_R,real,4,1,2
Snake Venom Metalloproteinase,Mixed,-0.32672407552707156,CDR-H3,Q0NZX6.1,NP_001265043.1,real,4,3,2
Cysteine-Rich Secretory Protein,Linear,-0.21031500864261696,CDR-H3,XP_039185515.1,9CLP_C,real,0,2,2
Cysteine-Rich Secretory Protein,Linear,-0.34213824162487516,CDR-H3,XP_032069584.1,4V1D_A,real,0,2,2
Snake Venom Serine Protease,Linear,-0.04702118654400968,CDR-H3,A8QL53.1,1CDQ_A,real,5,2,2
Snake Venom Serine Protease,Mixed,-0.2891520456636752,Multiple CDRs,NP_001310176.1,6IOM_B,real,5,3,14
Snake Venom Metalloproteinase,Specific,-0.19152899371091878,Catalytic Domain,SYN_TOX_SVMP_142,SYN_MAB_1_H,synthetic,4,4,4
Cysteine-Rich Secretory Protein,Conformational,-0.3689524680658461,Multiple CDRs,XP_039190748.1,4V1D_B,real,0,1,14
Cysteine-Rich Secretory Protein,Conformational,-0.06420155917385331,CDR-H3,BAP39957.1,6IOM_B,real,0,1,2
Snake Venom Serine Protease,Linear,-0.3896652537597697,Multiple CDRs,Q2PQJ3.1,9CLP_L,real,5,2,14
Phospholipase A2,Broad-spectrum,2.900938079660936,Multiple epitopes,SYN_TOX_PLA2_183,SYN_MAB_28_H,synthetic,3,0,15
Cysteine-Rich Secretory Protein,Mixed,-0.41664004443092606,CDR-H3,XP_026547764.1,4V1D_E,real,0,3,2
Snake Venom Serine Protease,Conformational,-0.4007441856425661,CDR-H3,E5L0E6.1,1CDR_A,real,5,1,2
Snake Venom Metalloproteinase,Broad-spectrum,2.269920655032099,Multiple epitopes,SYN_TOX_SVMP_191,SYN_MAB_75_H,synthetic,4,0,15
Phospholipase A2,Mixed,-0.40507941985757334,Multiple CDRs,XCA51353.1,9CLP_C,real,3,3,14
Cysteine-Rich Secretory Protein,Linear,0.0035565459644084888,Multiple CDRs,XP_070812678.1,P00740.2,real,0,2,14
Cysteine-Rich Secretory Protein,Linear,-0.24355180429100606,Multiple CDRs,XP_039204466.1,P13987.1,real,0,2,14
Snake Venom Serine Protease,Conformational,-0.3504875815945188,CDR-H3,P0DJF5.1,9CLP_C,real,5,1,2
Snake Venom Serine Protease,Linear,-0.2679575672791952,Multiple CDRs,Q5MCS0.1,1CDQ_A,real,5,2,14
Snake Venom Serine Protease,Mixed,-0.12778499432729334,CDR-H3,Q072L6.1,1CDS_A,real,5,3,2
Snake Venom Metalloproteinase,Mixed,-0.3090620102066715,Multiple CDRs,J9Z332.1,6IOM_B,real,4,3,14
Disintegrin,Specific,-0.15138793616455515,RGD Motif,SYN_TOX_DIS_90,SYN_MAB_125_H,synthetic,1,4,17
