toxin_id,toxin_type,antibody_id,binding_affinity_nM,neutralization_percentage,binding_type,binding_site,species
C0L2T8.1,Snake Venom Metalloproteinase,NP_001265043.1,13.19,33.0,Mixed,CDR-H3,Crotalus durissus collilineatus
C0L2T8.1,Snake Venom Metalloproteinase,NP_001455.3,9.29,59.1,Mixed,CDR-H3,Crotalus durissus collilineatus
C0L2T8.1,Snake Venom Metalloproteinase,8SXP_H,20.2,0.0,Conformational,CDR-H3,Crotalus durissus collilineatus
C0L2T8.1,Snake Venom Metalloproteinase,8SXP_L,11.51,31.5,Linear,CDR-H3,Crotalus durissus collilineatus
C0L2T8.1,Snake Venom Metalloproteinase,4V1D_E,6.65,72.6,Conformational,Multiple CDRs,Crotalus durissus collilineatus
C0L2T8.1,Snake Venom Metalloproteinase,4V1D_D,2.23,72.0,Mixed,CDR-H3,Crotalus durissus collilineatus
C0L2T8.1,Snake Venom Metalloproteinase,4V1D_B,12.26,50.5,Linear,CDR-H3,Crotalus durissus collilineatus
C0L2T8.1,Snake Venom Metalloproteinase,4V1D_A,7.64,60.3,Conformational,Multiple CDRs,Crotalus durissus collilineatus
C0L2T8.1,Snake Venom Metalloproteinase,1CDR_A,4.02,70.4,Linear,CDR-H3,Crotalus durissus collilineatus
C0HLA3.1,Snake Venom Serine Protease,9MII_H,1.01,100.0,Conformational,CDR-H3,Lachesis muta rhombeata
C0HLA3.1,Snake Venom Serine Protease,9MIB_P,6.11,74.9,Linear,Multiple CDRs,Lachesis muta rhombeata
C0HLA3.1,Snake Venom Serine Protease,9MI0_K,7.3,60.9,Linear,CDR-H3,Lachesis muta rhombeata
C0HLA3.1,Snake Venom Serine Protease,9CU6_G,9.94,47.9,Linear,Multiple CDRs,Lachesis muta rhombeata
C0HLA3.1,Snake Venom Serine Protease,9CU5_F,5.41,87.6,Conformational,CDR-H3,Lachesis muta rhombeata
C0HLA3.1,Snake Venom Serine Protease,9CLP_L,20.43,0.0,Mixed,Multiple CDRs,Lachesis muta rhombeata
C0HLA3.1,Snake Venom Serine Protease,9CLP_H,13.32,21.0,Linear,CDR-H3,Lachesis muta rhombeata
C0HLA3.1,Snake Venom Serine Protease,9CLP_C,10.78,36.7,Conformational,Multiple CDRs,Lachesis muta rhombeata
C0HLA3.1,Snake Venom Serine Protease,NP_000602.1,7.4,59.3,Mixed,CDR-H3,Lachesis muta rhombeata
C0HLA3.1,Snake Venom Serine Protease,P13987.1,6.77,71.0,Linear,CDR-H3,Lachesis muta rhombeata
C0HLA3.1,Snake Venom Serine Protease,Q9HCN6.4,3.19,78.9,Conformational,CDR-H3,Lachesis muta rhombeata
C0HLA3.1,Snake Venom Serine Protease,P00740.2,6.34,72.5,Conformational,CDR-H3,Lachesis muta rhombeata
C0HLA3.1,Snake Venom Serine Protease,1CDQ_A,4.13,80.2,Linear,CDR-H3,Lachesis muta rhombeata
C0HLA3.1,Snake Venom Serine Protease,6ION_A,1.19,95.6,Mixed,Multiple CDRs,Lachesis muta rhombeata
C0HLA3.1,Snake Venom Serine Protease,6IOM_B,22.19,0.0,Mixed,Multiple CDRs,Lachesis muta rhombeata
C0HLA3.1,Snake Venom Serine Protease,6IOM_A,7.5,42.6,Linear,Multiple CDRs,Lachesis muta rhombeata
C0HLA3.1,Snake Venom Serine Protease,1CDS_A,14.84,27.2,Linear,Multiple CDRs,Lachesis muta rhombeata
C0HLA3.1,Snake Venom Serine Protease,8SXP_H,10.57,38.8,Conformational,CDR-H3,Lachesis muta rhombeata
C0HLA3.1,Snake Venom Serine Protease,8SXP_L,58.68,0.0,Linear,CDR-H3,Lachesis muta rhombeata
C0HLA3.1,Snake Venom Serine Protease,4V1D_E,3.93,77.7,Conformational,Multiple CDRs,Lachesis muta rhombeata
C0HLA3.1,Snake Venom Serine Protease,4V1D_D,2.82,85.2,Linear,Multiple CDRs,Lachesis muta rhombeata
C0HLA3.1,Snake Venom Serine Protease,4V1D_B,5.85,67.5,Conformational,Multiple CDRs,Lachesis muta rhombeata
C0HLA3.1,Snake Venom Serine Protease,4V1D_A,27.43,0.0,Conformational,CDR-H3,Lachesis muta rhombeata
C0HLA3.1,Snake Venom Serine Protease,1CDR_A,12.87,15.7,Mixed,CDR-H3,Lachesis muta rhombeata
Q698K8.3,Snake Venom Metalloproteinase,9MII_L,4.35,67.4,Mixed,CDR-H3,Gloydius brevicauda
Q698K8.3,Snake Venom Metalloproteinase,9MIB_N,19.85,0.0,Conformational,Multiple CDRs,Gloydius brevicauda
Q698K8.3,Snake Venom Metalloproteinase,9MIA_P,16.71,14.2,Linear,Multiple CDRs,Gloydius brevicauda
Q698K8.3,Snake Venom Metalloproteinase,9MIA_K,5.32,77.6,Conformational,CDR-H3,Gloydius brevicauda
Q698K8.3,Snake Venom Metalloproteinase,9CU6_D,9.32,60.7,Conformational,Multiple CDRs,Gloydius brevicauda
Q698K8.3,Snake Venom Metalloproteinase,9CLP_L,1.89,97.6,Conformational,Multiple CDRs,Gloydius brevicauda
Q698K8.3,Snake Venom Metalloproteinase,9CLP_H,8.59,64.5,Conformational,CDR-H3,Gloydius brevicauda
Q698K8.3,Snake Venom Metalloproteinase,9CLP_C,7.13,60.7,Conformational,CDR-H3,Gloydius brevicauda
Q698K8.3,Snake Venom Metalloproteinase,NP_000602.1,6.38,63.4,Mixed,CDR-H3,Gloydius brevicauda
Q698K8.3,Snake Venom Metalloproteinase,NP_001265042.1,2.58,95.1,Linear,Multiple CDRs,Gloydius brevicauda
Q698K8.3,Snake Venom Metalloproteinase,P13987.1,4.79,80.1,Conformational,Multiple CDRs,Gloydius brevicauda
Q698K8.3,Snake Venom Metalloproteinase,NP_001424713.1,6.89,79.7,Conformational,CDR-H3,Gloydius brevicauda
Q698K8.3,Snake Venom Metalloproteinase,Q9HCN6.4,7.8,72.8,Linear,Multiple CDRs,Gloydius brevicauda
Q698K8.3,Snake Venom Metalloproteinase,P00740.2,6.46,66.8,Linear,CDR-H3,Gloydius brevicauda
Q698K8.3,Snake Venom Metalloproteinase,1CDQ_A,15.56,47.9,Conformational,Multiple CDRs,Gloydius brevicauda
Q698K8.3,Snake Venom Metalloproteinase,6ION_A,1.79,80.8,Conformational,CDR-H3,Gloydius brevicauda
Q698K8.3,Snake Venom Metalloproteinase,6IOM_B,2.23,77.7,Conformational,Multiple CDRs,Gloydius brevicauda
Q698K8.3,Snake Venom Metalloproteinase,6IOM_A,23.88,0.0,Mixed,CDR-H3,Gloydius brevicauda
Q698K8.3,Snake Venom Metalloproteinase,1CDS_A,18.46,25.6,Conformational,Multiple CDRs,Gloydius brevicauda
Q698K8.3,Snake Venom Metalloproteinase,NP_001265043.1,2.81,77.2,Linear,Multiple CDRs,Gloydius brevicauda
Q698K8.3,Snake Venom Metalloproteinase,NP_001455.3,4.6,83.9,Linear,CDR-H3,Gloydius brevicauda
Q698K8.3,Snake Venom Metalloproteinase,8SXP_H,8.12,45.6,Linear,Multiple CDRs,Gloydius brevicauda
Q698K8.3,Snake Venom Metalloproteinase,8SXP_L,15.52,29.0,Mixed,CDR-H3,Gloydius brevicauda
Q698K8.3,Snake Venom Metalloproteinase,4V1D_E,6.49,52.3,Mixed,CDR-H3,Gloydius brevicauda
Q698K8.3,Snake Venom Metalloproteinase,4V1D_D,43.38,0.0,Linear,Multiple CDRs,Gloydius brevicauda
Q698K8.3,Snake Venom Metalloproteinase,4V1D_B,6.13,73.9,Mixed,Multiple CDRs,Gloydius brevicauda
Q698K8.3,Snake Venom Metalloproteinase,4V1D_A,25.47,0.0,Mixed,CDR-H3,Gloydius brevicauda
Q698K8.3,Snake Venom Metalloproteinase,1CDR_A,8.15,47.3,Linear,Multiple CDRs,Gloydius brevicauda
A2TK72.1,Snake Venom Metalloproteinase,9MIB_P,5.54,92.6,Linear,Multiple CDRs,Deinagkistrodon acutus
A2TK72.1,Snake Venom Metalloproteinase,9MI0_P,4.67,82.3,Linear,CDR-H3,Deinagkistrodon acutus
A2TK72.1,Snake Venom Metalloproteinase,9MI0_H,2.35,85.3,Linear,CDR-H3,Deinagkistrodon acutus
A2TK72.1,Snake Venom Metalloproteinase,9CU6_G,2.33,86.3,Conformational,Multiple CDRs,Deinagkistrodon acutus
A2TK72.1,Snake Venom Metalloproteinase,9B7R_H,30.97,0.0,Mixed,CDR-H3,Deinagkistrodon acutus
A2TK72.1,Snake Venom Metalloproteinase,9CLP_L,22.77,0.0,Linear,Multiple CDRs,Deinagkistrodon acutus
A2TK72.1,Snake Venom Metalloproteinase,9CLP_H,5.45,60.8,Conformational,CDR-H3,Deinagkistrodon acutus
A2TK72.1,Snake Venom Metalloproteinase,9CLP_C,9.91,57.1,Conformational,CDR-H3,Deinagkistrodon acutus
A2TK72.1,Snake Venom Metalloproteinase,NP_000602.1,4.7,90.1,Conformational,CDR-H3,Deinagkistrodon acutus
A2TK72.1,Snake Venom Metalloproteinase,NP_001265042.1,12.08,35.9,Conformational,Multiple CDRs,Deinagkistrodon acutus
A2TK72.1,Snake Venom Metalloproteinase,P13987.1,16.24,27.8,Conformational,Multiple CDRs,Deinagkistrodon acutus
A2TK72.1,Snake Venom Metalloproteinase,NP_001424713.1,16.68,19.5,Mixed,Multiple CDRs,Deinagkistrodon acutus
A2TK72.1,Snake Venom Metalloproteinase,Q9HCN6.4,12.76,41.5,Conformational,CDR-H3,Deinagkistrodon acutus
A2TK72.1,Snake Venom Metalloproteinase,P00740.2,5.78,76.4,Linear,Multiple CDRs,Deinagkistrodon acutus
A2TK72.1,Snake Venom Metalloproteinase,1CDQ_A,11.61,33.7,Mixed,Multiple CDRs,Deinagkistrodon acutus
A2TK72.1,Snake Venom Metalloproteinase,6ION_A,10.68,65.9,Linear,CDR-H3,Deinagkistrodon acutus
A2TK72.1,Snake Venom Metalloproteinase,6IOM_B,2.21,100.0,Conformational,CDR-H3,Deinagkistrodon acutus
A2TK72.1,Snake Venom Metalloproteinase,6IOM_A,8.89,43.0,Linear,Multiple CDRs,Deinagkistrodon acutus
A2TK72.1,Snake Venom Metalloproteinase,1CDS_A,96.49,0.0,Linear,Multiple CDRs,Deinagkistrodon acutus
A2TK72.1,Snake Venom Metalloproteinase,NP_001265043.1,6.82,70.1,Mixed,CDR-H3,Deinagkistrodon acutus
A2TK72.1,Snake Venom Metalloproteinase,NP_001455.3,1.53,95.2,Mixed,Multiple CDRs,Deinagkistrodon acutus
A2TK72.1,Snake Venom Metalloproteinase,8SXP_H,4.81,54.4,Conformational,Multiple CDRs,Deinagkistrodon acutus
A2TK72.1,Snake Venom Metalloproteinase,8SXP_L,25.96,0.0,Conformational,CDR-H3,Deinagkistrodon acutus
A2TK72.1,Snake Venom Metalloproteinase,4V1D_E,0.93,92.6,Conformational,CDR-H3,Deinagkistrodon acutus
A2TK72.1,Snake Venom Metalloproteinase,4V1D_D,8.55,70.9,Linear,Multiple CDRs,Deinagkistrodon acutus
A2TK72.1,Snake Venom Metalloproteinase,4V1D_B,17.64,13.8,Mixed,CDR-H3,Deinagkistrodon acutus
A2TK72.1,Snake Venom Metalloproteinase,4V1D_A,3.97,91.0,Conformational,CDR-H3,Deinagkistrodon acutus
A2TK72.1,Snake Venom Metalloproteinase,1CDR_A,4.33,89.7,Mixed,CDR-H3,Deinagkistrodon acutus
ATU85541.1,Cysteine-Rich Secretory Protein,9MIB_L,49.85,0.0,Conformational,Multiple CDRs,Bothrops moojeni
ATU85541.1,Cysteine-Rich Secretory Protein,9MIA_N,4.4,81.0,Conformational,CDR-H3,Bothrops moojeni
ATU85541.1,Cysteine-Rich Secretory Protein,9MI0_P,42.58,0.0,Mixed,CDR-H3,Bothrops moojeni
ATU85541.1,Cysteine-Rich Secretory Protein,9CU6_E,3.69,100.0,Linear,Multiple CDRs,Bothrops moojeni
ATU85541.1,Cysteine-Rich Secretory Protein,9CLP_L,12.96,34.9,Mixed,Multiple CDRs,Bothrops moojeni
ATU85541.1,Cysteine-Rich Secretory Protein,9CLP_H,5.61,70.3,Conformational,Multiple CDRs,Bothrops moojeni
ATU85541.1,Cysteine-Rich Secretory Protein,9CLP_C,5.33,71.5,Conformational,Multiple CDRs,Bothrops moojeni
ATU85541.1,Cysteine-Rich Secretory Protein,NP_000602.1,3.0,87.0,Linear,Multiple CDRs,Bothrops moojeni
ATU85541.1,Cysteine-Rich Secretory Protein,P13987.1,6.0,74.2,Mixed,Multiple CDRs,Bothrops moojeni
ATU85541.1,Cysteine-Rich Secretory Protein,Q9HCN6.4,6.16,65.5,Conformational,CDR-H3,Bothrops moojeni
ATU85541.1,Cysteine-Rich Secretory Protein,P00740.2,16.61,6.7,Linear,CDR-H3,Bothrops moojeni
ATU85541.1,Cysteine-Rich Secretory Protein,1CDQ_A,5.46,65.5,Mixed,CDR-H3,Bothrops moojeni
ATU85541.1,Cysteine-Rich Secretory Protein,6ION_A,48.69,0.0,Conformational,Multiple CDRs,Bothrops moojeni
ATU85541.1,Cysteine-Rich Secretory Protein,6IOM_B,2.57,72.8,Linear,Multiple CDRs,Bothrops moojeni
ATU85541.1,Cysteine-Rich Secretory Protein,6IOM_A,47.86,0.0,Mixed,CDR-H3,Bothrops moojeni
ATU85541.1,Cysteine-Rich Secretory Protein,1CDS_A,7.85,66.9,Linear,Multiple CDRs,Bothrops moojeni
ATU85541.1,Cysteine-Rich Secretory Protein,8SXP_H,7.36,70.7,Mixed,CDR-H3,Bothrops moojeni
ATU85541.1,Cysteine-Rich Secretory Protein,8SXP_L,35.51,0.0,Conformational,Multiple CDRs,Bothrops moojeni
ATU85541.1,Cysteine-Rich Secretory Protein,4V1D_E,0.74,100.0,Linear,Multiple CDRs,Bothrops moojeni
ATU85541.1,Cysteine-Rich Secretory Protein,4V1D_D,3.63,69.1,Mixed,CDR-H3,Bothrops moojeni
ATU85541.1,Cysteine-Rich Secretory Protein,4V1D_B,6.05,70.4,Conformational,CDR-H3,Bothrops moojeni
ATU85541.1,Cysteine-Rich Secretory Protein,4V1D_A,3.16,76.2,Mixed,CDR-H3,Bothrops moojeni
ATU85541.1,Cysteine-Rich Secretory Protein,1CDR_A,28.47,0.0,Mixed,Multiple CDRs,Bothrops moojeni
E5L0E3.1,Snake Venom Serine Protease,9MI0_K,11.23,22.1,Mixed,Multiple CDRs,Daboia siamensis
E5L0E3.1,Snake Venom Serine Protease,9CLP_L,9.48,50.8,Mixed,CDR-H3,Daboia siamensis
E5L0E3.1,Snake Venom Serine Protease,9CLP_H,8.5,57.4,Conformational,CDR-H3,Daboia siamensis
E5L0E3.1,Snake Venom Serine Protease,9CLP_C,86.5,0.0,Mixed,CDR-H3,Daboia siamensis
E5L0E3.1,Snake Venom Serine Protease,NP_000602.1,22.96,0.0,Mixed,CDR-H3,Daboia siamensis
E5L0E3.1,Snake Venom Serine Protease,P13987.1,6.53,74.5,Conformational,CDR-H3,Daboia siamensis
E5L0E3.1,Snake Venom Serine Protease,Q9HCN6.4,25.47,0.0,Conformational,Multiple CDRs,Daboia siamensis
E5L0E3.1,Snake Venom Serine Protease,P00740.2,2.59,74.6,Linear,CDR-H3,Daboia siamensis
E5L0E3.1,Snake Venom Serine Protease,1CDQ_A,20.13,0.0,Mixed,Multiple CDRs,Daboia siamensis
E5L0E3.1,Snake Venom Serine Protease,6ION_A,14.99,33.6,Conformational,Multiple CDRs,Daboia siamensis
E5L0E3.1,Snake Venom Serine Protease,6IOM_B,7.91,46.4,Conformational,CDR-H3,Daboia siamensis
E5L0E3.1,Snake Venom Serine Protease,6IOM_A,2.88,86.4,Linear,CDR-H3,Daboia siamensis
E5L0E3.1,Snake Venom Serine Protease,1CDS_A,14.94,28.2,Conformational,CDR-H3,Daboia siamensis
E5L0E3.1,Snake Venom Serine Protease,8SXP_H,6.7,63.2,Mixed,Multiple CDRs,Daboia siamensis
E5L0E3.1,Snake Venom Serine Protease,8SXP_L,22.02,0.0,Conformational,Multiple CDRs,Daboia siamensis
E5L0E3.1,Snake Venom Serine Protease,4V1D_E,12.6,35.8,Linear,CDR-H3,Daboia siamensis
E5L0E3.1,Snake Venom Serine Protease,4V1D_D,6.33,87.8,Mixed,CDR-H3,Daboia siamensis
E5L0E3.1,Snake Venom Serine Protease,4V1D_B,16.84,17.8,Mixed,Multiple CDRs,Daboia siamensis
E5L0E3.1,Snake Venom Serine Protease,4V1D_A,0.28,94.0,Conformational,CDR-H3,Daboia siamensis
E5L0E3.1,Snake Venom Serine Protease,1CDR_A,16.93,18.4,Conformational,CDR-H3,Daboia siamensis
P85109.1,Snake Venom Serine Protease,9MIB_N,4.66,94.1,Conformational,CDR-H3,Gloydius brevicauda
P85109.1,Snake Venom Serine Protease,9MIB_L,2.82,98.1,Mixed,Multiple CDRs,Gloydius brevicauda
P85109.1,Snake Venom Serine Protease,9CLP_L,17.6,0.0,Conformational,Multiple CDRs,Gloydius brevicauda
P85109.1,Snake Venom Serine Protease,8TO9_I,4.28,98.7,Linear,CDR-H3,Gloydius brevicauda
P85109.1,Snake Venom Serine Protease,8TO9_A,52.89,0.0,Conformational,Multiple CDRs,Gloydius brevicauda
P85109.1,Snake Venom Serine Protease,9CLP_L,3.41,84.9,Conformational,Multiple CDRs,Gloydius brevicauda
P85109.1,Snake Venom Serine Protease,9CLP_H,5.15,68.8,Linear,Multiple CDRs,Gloydius brevicauda
P85109.1,Snake Venom Serine Protease,9CLP_C,3.2,83.9,Linear,CDR-H3,Gloydius brevicauda
P85109.1,Snake Venom Serine Protease,NP_000602.1,57.21,0.0,Linear,CDR-H3,Gloydius brevicauda
P85109.1,Snake Venom Serine Protease,P13987.1,3.48,65.7,Conformational,CDR-H3,Gloydius brevicauda
P85109.1,Snake Venom Serine Protease,Q9HCN6.4,3.43,83.3,Mixed,CDR-H3,Gloydius brevicauda
P85109.1,Snake Venom Serine Protease,P00740.2,24.91,0.0,Mixed,Multiple CDRs,Gloydius brevicauda
P85109.1,Snake Venom Serine Protease,1CDQ_A,6.63,54.8,Conformational,CDR-H3,Gloydius brevicauda
P85109.1,Snake Venom Serine Protease,6ION_A,16.77,37.1,Linear,CDR-H3,Gloydius brevicauda
P85109.1,Snake Venom Serine Protease,6IOM_B,17.22,14.9,Linear,Multiple CDRs,Gloydius brevicauda
P85109.1,Snake Venom Serine Protease,6IOM_A,13.73,46.6,Mixed,Multiple CDRs,Gloydius brevicauda
P85109.1,Snake Venom Serine Protease,1CDS_A,4.27,84.0,Mixed,CDR-H3,Gloydius brevicauda
P85109.1,Snake Venom Serine Protease,8SXP_H,9.89,47.0,Conformational,CDR-H3,Gloydius brevicauda
P85109.1,Snake Venom Serine Protease,8SXP_L,2.13,100.0,Conformational,CDR-H3,Gloydius brevicauda
P85109.1,Snake Venom Serine Protease,4V1D_E,1.7,94.8,Mixed,Multiple CDRs,Gloydius brevicauda
P85109.1,Snake Venom Serine Protease,4V1D_D,15.21,48.7,Mixed,CDR-H3,Gloydius brevicauda
P85109.1,Snake Venom Serine Protease,4V1D_B,19.03,0.8,Mixed,Multiple CDRs,Gloydius brevicauda
P85109.1,Snake Venom Serine Protease,4V1D_A,4.97,76.4,Linear,CDR-H3,Gloydius brevicauda
P85109.1,Snake Venom Serine Protease,1CDR_A,5.22,45.1,Mixed,Multiple CDRs,Gloydius brevicauda
P18965.2,Snake Venom Serine Protease,9MIB_P,1.7,100.0,Mixed,Multiple CDRs,Daboia siamensis
P18965.2,Snake Venom Serine Protease,9MIB_N,14.86,36.6,Linear,CDR-H3,Daboia siamensis
P18965.2,Snake Venom Serine Protease,9MIB_L,13.6,45.5,Linear,Multiple CDRs,Daboia siamensis
P18965.2,Snake Venom Serine Protease,9MI0_H,7.8,61.5,Conformational,CDR-H3,Daboia siamensis
P18965.2,Snake Venom Serine Protease,9CU6_J,3.29,83.8,Conformational,CDR-H3,Daboia siamensis
P18965.2,Snake Venom Serine Protease,9CLP_L,0.44,100.0,Linear,CDR-H3,Daboia siamensis
P18965.2,Snake Venom Serine Protease,9CLP_H,1.0,100.0,Mixed,Multiple CDRs,Daboia siamensis
P18965.2,Snake Venom Serine Protease,9CLP_C,7.81,55.2,Mixed,CDR-H3,Daboia siamensis
P18965.2,Snake Venom Serine Protease,NP_000602.1,13.02,42.2,Linear,Multiple CDRs,Daboia siamensis
P18965.2,Snake Venom Serine Protease,P13987.1,4.18,68.5,Mixed,Multiple CDRs,Daboia siamensis
P18965.2,Snake Venom Serine Protease,Q9HCN6.4,8.29,62.3,Mixed,CDR-H3,Daboia siamensis
P18965.2,Snake Venom Serine Protease,P00740.2,4.43,75.0,Linear,Multiple CDRs,Daboia siamensis
P18965.2,Snake Venom Serine Protease,1CDQ_A,23.23,0.0,Conformational,Multiple CDRs,Daboia siamensis
P18965.2,Snake Venom Serine Protease,6ION_A,1.72,60.8,Linear,CDR-H3,Daboia siamensis
P18965.2,Snake Venom Serine Protease,6IOM_B,8.16,62.0,Conformational,CDR-H3,Daboia siamensis
P18965.2,Snake Venom Serine Protease,6IOM_A,8.84,45.1,Linear,Multiple CDRs,Daboia siamensis
P18965.2,Snake Venom Serine Protease,1CDS_A,1.5,98.8,Linear,Multiple CDRs,Daboia siamensis
P18965.2,Snake Venom Serine Protease,8SXP_H,8.62,52.8,Mixed,Multiple CDRs,Daboia siamensis
P18965.2,Snake Venom Serine Protease,8SXP_L,13.79,33.0,Mixed,CDR-H3,Daboia siamensis
P18965.2,Snake Venom Serine Protease,4V1D_E,29.76,0.0,Mixed,CDR-H3,Daboia siamensis
P18965.2,Snake Venom Serine Protease,4V1D_D,7.18,63.9,Mixed,Multiple CDRs,Daboia siamensis
P18965.2,Snake Venom Serine Protease,4V1D_B,23.1,0.0,Conformational,CDR-H3,Daboia siamensis
P18965.2,Snake Venom Serine Protease,4V1D_A,6.18,60.5,Mixed,CDR-H3,Daboia siamensis
P18965.2,Snake Venom Serine Protease,1CDR_A,1.66,98.2,Mixed,CDR-H3,Daboia siamensis
XP_026549114.1,Cysteine-Rich Secretory Protein,9MIB_P,2.91,77.1,Conformational,Multiple CDRs,Notechis scutatus
XP_026549114.1,Cysteine-Rich Secretory Protein,9B7R_L,1.73,86.2,Linear,CDR-H3,Notechis scutatus
XP_026549114.1,Cysteine-Rich Secretory Protein,9B7R_H,2.28,85.5,Linear,CDR-H3,Notechis scutatus
XP_026549114.1,Cysteine-Rich Secretory Protein,9CLP_H,6.7,70.4,Mixed,CDR-H3,Notechis scutatus
XP_026549114.1,Cysteine-Rich Secretory Protein,8TO9_B,2.64,73.3,Mixed,Multiple CDRs,Notechis scutatus
XP_026549114.1,Cysteine-Rich Secretory Protein,9CLP_L,6.38,60.8,Mixed,CDR-H3,Notechis scutatus
XP_026549114.1,Cysteine-Rich Secretory Protein,9CLP_H,11.11,47.4,Linear,CDR-H3,Notechis scutatus
XP_026549114.1,Cysteine-Rich Secretory Protein,9CLP_C,1.25,97.2,Mixed,CDR-H3,Notechis scutatus
XP_026549114.1,Cysteine-Rich Secretory Protein,NP_000602.1,4.45,67.4,Linear,Multiple CDRs,Notechis scutatus
XP_026549114.1,Cysteine-Rich Secretory Protein,P13987.1,12.86,31.7,Conformational,Multiple CDRs,Notechis scutatus
XP_026549114.1,Cysteine-Rich Secretory Protein,Q9HCN6.4,27.11,0.0,Conformational,CDR-H3,Notechis scutatus
XP_026549114.1,Cysteine-Rich Secretory Protein,P00740.2,26.1,0.0,Linear,CDR-H3,Notechis scutatus
XP_026549114.1,Cysteine-Rich Secretory Protein,1CDQ_A,20.33,8.5,Mixed,Multiple CDRs,Notechis scutatus
XP_026549114.1,Cysteine-Rich Secretory Protein,6ION_A,8.17,68.5,Conformational,Multiple CDRs,Notechis scutatus
XP_026549114.1,Cysteine-Rich Secretory Protein,6IOM_B,5.47,66.1,Mixed,CDR-H3,Notechis scutatus
XP_026549114.1,Cysteine-Rich Secretory Protein,6IOM_A,14.68,9.8,Linear,Multiple CDRs,Notechis scutatus
XP_026549114.1,Cysteine-Rich Secretory Protein,1CDS_A,127.6,0.0,Linear,Multiple CDRs,Notechis scutatus
XP_026549114.1,Cysteine-Rich Secretory Protein,8SXP_H,8.4,63.9,Mixed,Multiple CDRs,Notechis scutatus
XP_026549114.1,Cysteine-Rich Secretory Protein,8SXP_L,25.08,0.0,Conformational,CDR-H3,Notechis scutatus
XP_026549114.1,Cysteine-Rich Secretory Protein,4V1D_E,6.79,69.9,Linear,CDR-H3,Notechis scutatus
XP_026549114.1,Cysteine-Rich Secretory Protein,4V1D_D,6.61,66.4,Mixed,Multiple CDRs,Notechis scutatus
XP_026549114.1,Cysteine-Rich Secretory Protein,4V1D_B,16.34,8.5,Conformational,CDR-H3,Notechis scutatus
XP_026549114.1,Cysteine-Rich Secretory Protein,4V1D_A,3.3,82.0,Conformational,CDR-H3,Notechis scutatus
XP_026549114.1,Cysteine-Rich Secretory Protein,1CDR_A,2.06,88.0,Conformational,CDR-H3,Notechis scutatus
O57413.1,Snake Venom Metalloproteinase,9MIB_H,70.7,0.0,Linear,CDR-H3,Protobothrops mucrosquamatus
O57413.1,Snake Venom Metalloproteinase,9CU6_K,4.31,86.0,Mixed,Multiple CDRs,Protobothrops mucrosquamatus
O57413.1,Snake Venom Metalloproteinase,9CU5_G,3.24,85.6,Conformational,CDR-H3,Protobothrops mucrosquamatus
O57413.1,Snake Venom Metalloproteinase,8TO9_Z,8.12,66.5,Conformational,CDR-H3,Protobothrops mucrosquamatus
O57413.1,Snake Venom Metalloproteinase,9CLP_L,7.02,53.0,Linear,CDR-H3,Protobothrops mucrosquamatus
O57413.1,Snake Venom Metalloproteinase,9CLP_H,4.37,73.4,Mixed,Multiple CDRs,Protobothrops mucrosquamatus
O57413.1,Snake Venom Metalloproteinase,9CLP_C,3.08,83.1,Conformational,Multiple CDRs,Protobothrops mucrosquamatus
O57413.1,Snake Venom Metalloproteinase,NP_000602.1,7.4,68.8,Conformational,CDR-H3,Protobothrops mucrosquamatus
O57413.1,Snake Venom Metalloproteinase,NP_001265042.1,11.86,31.7,Conformational,CDR-H3,Protobothrops mucrosquamatus
O57413.1,Snake Venom Metalloproteinase,P13987.1,30.15,0.0,Mixed,Multiple CDRs,Protobothrops mucrosquamatus
O57413.1,Snake Venom Metalloproteinase,NP_001424713.1,5.28,64.0,Linear,CDR-H3,Protobothrops mucrosquamatus
O57413.1,Snake Venom Metalloproteinase,Q9HCN6.4,1.96,100.0,Mixed,Multiple CDRs,Protobothrops mucrosquamatus
O57413.1,Snake Venom Metalloproteinase,P00740.2,7.67,54.3,Linear,Multiple CDRs,Protobothrops mucrosquamatus
O57413.1,Snake Venom Metalloproteinase,1CDQ_A,16.87,0.0,Mixed,Multiple CDRs,Protobothrops mucrosquamatus
O57413.1,Snake Venom Metalloproteinase,6ION_A,11.23,26.3,Mixed,Multiple CDRs,Protobothrops mucrosquamatus
O57413.1,Snake Venom Metalloproteinase,6IOM_B,1.06,100.0,Conformational,CDR-H3,Protobothrops mucrosquamatus
O57413.1,Snake Venom Metalloproteinase,6IOM_A,1.34,96.6,Linear,Multiple CDRs,Protobothrops mucrosquamatus
O57413.1,Snake Venom Metalloproteinase,1CDS_A,5.82,88.7,Linear,CDR-H3,Protobothrops mucrosquamatus
O57413.1,Snake Venom Metalloproteinase,NP_001265043.1,54.07,0.0,Linear,Multiple CDRs,Protobothrops mucrosquamatus
O57413.1,Snake Venom Metalloproteinase,NP_001455.3,2.97,98.5,Conformational,CDR-H3,Protobothrops mucrosquamatus
O57413.1,Snake Venom Metalloproteinase,8SXP_H,10.05,27.6,Conformational,Multiple CDRs,Protobothrops mucrosquamatus
O57413.1,Snake Venom Metalloproteinase,8SXP_L,21.97,0.0,Linear,Multiple CDRs,Protobothrops mucrosquamatus
O57413.1,Snake Venom Metalloproteinase,4V1D_E,8.94,54.9,Mixed,Multiple CDRs,Protobothrops mucrosquamatus
